SK_ID_CURR,TARGET
100001,0.026237842232804516
100005,0.11371237707483003
100013,0.01642037103532185
100028,0.04024336273541741
100038,0.16453899225406546
100042,0.04292689429899182
100057,0.01996347079085053
100065,0.04502848552034176
100066,0.01008229924652215
100067,0.07843484359360793
100074,0.07532691490984804
100090,0.05249696206470083
100091,0.18571580480343375
100092,0.09576926983459089
100106,0.058725566417137505
100107,0.18668048137282664
100109,0.06736975542118155
100117,0.042737894664652304
100128,0.06370604534574105
100141,0.03097577416003034
100150,0.015133385757177245
100168,0.00941951587937519
100169,0.05587355464299583
100170,0.05061126730266988
100171,0.0541593196963716
100172,0.09556524163625502
100184,0.05754985393501539
100187,0.07115141444343029
100212,0.13391630780841846
100222,0.06073551593711236
100223,0.012934990434518122
100232,0.01615251246220942
100241,0.22469216754500287
100245,0.023297435427616687
100253,0.021189418971507282
100256,0.08168699407579419
100271,0.012138268903688416
100278,0.2612952529472471
100280,0.009797772645514055
100306,0.18482883048268972
100311,0.16778389118725873
100312,0.028343825996566232
100330,0.13617972123982242
100331,0.03680750512946743
100352,0.11098823647750539
100358,0.06745872987218716
100367,0.03281645276519452
100382,0.18628654151477952
100384,0.06527734690116484
100385,0.1115809358480769
100386,0.04913111411410676
100399,0.024781098628855764
100404,0.05919766359329627
100416,0.01979674705645336
100422,0.08998613774038593
100426,0.025069079124002875
100438,0.042077661701877475
100444,0.1485097288067735
100445,0.1863140746339879
100446,0.095636240783468
100447,0.023497602264911696
100450,0.04847450472554574
100466,0.016373277538927693
100483,0.02743834297893265
100484,0.02732621705379573
100494,0.06259030259734949
100510,0.19615105095451704
100512,0.016901075965213463
100517,0.03780048491009487
100548,0.03638173526449858
100551,0.04286962306133555
100552,0.07401746548882256
100553,0.0220389322449549
100561,0.08335521091603268
100568,0.4952939637509843
100569,0.04413022025585634
100591,0.07285804071134232
100592,0.02238102544049825
100602,0.10056318145716069
100607,0.06835751761547328
100613,0.09020106609487047
100617,0.18312116827770303
100618,0.06341621784351294
100622,0.044147953741442175
100625,0.15872184040806406
100677,0.1525687795906877
100699,0.040574870388007556
100702,0.386411982704067
100711,0.0665991336346192
100729,0.12341397250879309
100740,0.2726182325385106
100744,0.22307114312910256
100745,0.05557027682192574
100747,0.09547806124719034
100751,0.33081848878887654
100752,0.06885304291168848
100753,0.2462169528762288
100754,0.19006631583230632
100760,0.0533376568477766
100762,0.10018609723337876
100763,0.04754229742951134
100765,0.01666339847013354
100770,0.0668949909702921
100772,0.021885959982074977
100777,0.03949563145280177
100791,0.01800001177714812
100792,0.014872234434682876
100797,0.024882448970977696
100823,0.029236676449414075
100826,0.03465455656082848
100830,0.03610461409784341
100836,0.25861795479031935
100872,0.08332922630115701
100910,0.06384558036595127
100913,0.10657650471201785
100918,0.037778513243562635
100931,0.013057686112253965
100952,0.061888519250096106
100953,0.04491638309964021
100965,0.21984732772137613
100970,0.03299164958759694
100982,0.1323612212083556
100983,0.30937388291633444
100984,0.04262863023541425
100987,0.05012092235670237
100997,0.069451281924948
100998,0.15950281140153796
101002,0.0589025054900752
101005,0.14003508365530987
101008,0.30345972641463265
101020,0.07161635458233793
101021,0.04059367031314277
101024,0.0592233504359106
101025,0.10856554837539036
101026,0.04826232920178993
101031,0.03131604391878009
101041,0.02178469050577872
101051,0.010178617515824585
101055,0.08366416989603934
101056,0.27624009682743905
101057,0.04725790950538886
101064,0.023167179397498055
101079,0.09602998972477417
101087,0.024713273471736626
101090,0.025900580420868447
101092,0.08727943172546568
101097,0.13410762112011274
101099,0.01753219396362772
101107,0.12637799978703917
101118,0.09701183558424496
101125,0.08281475756049027
101126,0.02091822714633866
101128,0.017278534465855543
101136,0.07942802952325581
101140,0.21040585793553052
101149,0.1659564915766809
101160,0.08185025214681863
101169,0.18290184700432852
101181,0.0225357123052031
101186,0.022726506744927648
101190,0.09140278109312513
101193,0.08089281001175382
101194,0.19622953229383217
101198,0.15622471959357256
101200,0.033312076289130806
101204,0.028190497337470997
101211,0.05094472214373403
101213,0.09682295882005147
101223,0.048482302668711695
101225,0.08875041489630196
101237,0.0804428698649501
101243,0.07310804905686162
101244,0.13097793371603658
101258,0.043398751353078975
101259,0.21550977582851533
101268,0.12022226723056673
101269,0.01668293684133518
101271,0.13604265173539082
101279,0.05798782602627756
101281,0.07229015325450242
101287,0.03428969065097156
101292,0.043783782263385404
101294,0.035421065201880986
101296,0.07841235671896764
101297,0.0362789755620806
101299,0.03958582476022191
101301,0.044927310948320726
101305,0.09127032591704089
101308,0.15900732100981854
101318,0.021927818649214177
101327,0.26644703368867445
101329,0.024569538445487843
101332,0.03571076744971054
101337,0.06925002317061021
101343,0.020406652961063042
101345,0.012169384075054756
101346,0.018084018007499748
101353,0.016987106839049547
101354,0.12432669752454897
101355,0.18791251044293988
101356,0.017390498853088694
101362,0.057306887256314096
101363,0.33173431123510805
101365,0.026122303545116826
101366,0.12146742585046122
101367,0.13450322707849197
101368,0.01484623629612574
101374,0.1490810060444766
101380,0.025052374736140866
101383,0.0310044713177272
101398,0.027438312525628228
101399,0.312905414852114
101401,0.25082262781517156
101412,0.07949591572302221
101426,0.04971212557112951
101427,0.3659434181793239
101428,0.18820694198981294
101429,0.2038412868249111
101434,0.06611799405039037
101440,0.09025694666418235
101448,0.0696684438571194
101449,0.06787745611590251
101465,0.10887108360799212
101467,0.02912154919007774
101472,0.07497676755875136
101478,0.10214782706548495
101497,0.03933660204533463
101504,0.1416610628506417
101547,0.020076380912918815
101548,0.14004739492601542
101555,0.09212531688204675
101570,0.026730280533271526
101572,0.06411995062543718
101578,0.04263659262617479
101580,0.2570247590211309
101588,0.15879450376032878
101602,0.03179428466842232
101610,0.1626330528656159
101614,0.05425187124280477
101616,0.028304102082060266
101643,0.09633010306476254
101644,0.04001737779522613
101649,0.05339802369097373
101650,0.08989497728545393
101665,0.01780326070114036
101667,0.06988461264963329
101669,0.0390493611309681
101674,0.09288873110068342
101675,0.03482405265520901
101678,0.09084149022875977
101682,0.05738745760759849
101686,0.05719877052313503
101697,0.1666787095600425
101700,0.3507703337506617
101711,0.04366364299732023
101714,0.0418370241896207
101715,0.2939453960841832
101728,0.03640054819591597
101732,0.04993935852726697
101757,0.17245551759392672
101758,0.036736718022290206
101759,0.10049201944033115
101762,0.013835852752588211
101764,0.05335036113121903
101780,0.4263147603453258
101784,0.014387074631103915
101789,0.02081580103702491
101816,0.07716727655724832
101819,0.022215213382250992
101827,0.014448436864713402
101863,0.09402784326496191
101867,0.048074096431131655
101870,0.0336066263457012
101873,0.2645148711317683
101878,0.1298845655002775
101879,0.03331137928749067
101880,0.02590031217440823
101887,0.03820045125659024
101897,0.019218277748312876
101901,0.11672938333521833
101903,0.2383425131139415
101920,0.012301923557929102
101921,0.061358501490604234
101922,0.0971501959827338
101961,0.08275904827433665
101962,0.029183341174652683
101971,0.056272482863804534
101976,0.3506282929951768
102002,0.09610903774656175
102005,0.040816939938553544
102007,0.3930561048980444
102017,0.022100496138110836
102019,0.27435354308937726
102029,0.020729604964960034
102051,0.13744996285272534
102052,0.009797356424512965
102054,0.02021427025206984
102062,0.08334593715776295
102067,0.14164472962513092
102068,0.05386455272651555
102070,0.032320123647401944
102090,0.07231015464370726
102092,0.02822221557249695
102099,0.09526495332544584
102100,0.02355590504935797
102112,0.0960466262606876
102113,0.040656514676494705
102122,0.14282023420834658
102123,0.04102379639667121
102125,0.06218757719560003
102126,0.1299416843589026
102146,0.042663031874196164
102147,0.10210266530191996
102151,0.047781958165585656
102158,0.12664585907209375
102159,0.026972626348556475
102162,0.07352660541350432
102165,0.03837783942504448
102166,0.02561227258406736
102174,0.027727026175260322
102193,0.16406425978999611
102198,0.03921818737477791
102205,0.07966412336462605
102206,0.01799688464130784
102218,0.036577006131399754
102221,0.032852806500736145
102230,0.05253219803447639
102238,0.06371205129459269
102248,0.05546594715115238
102252,0.2059532733686273
102259,0.08852609120812763
102262,0.12267487979026828
102273,0.07286546880126381
102286,0.10105387770844426
102293,0.028056298713042268
102294,0.04065121620894542
102296,0.03575997315992614
102298,0.06516544611134793
102303,0.02881250374176315
102309,0.06636272530121241
102315,0.03493449861195518
